"","Taxa_info","t_value","mean_difference","p_value"
"318","DNA photolyase activity",-2.83207376051346,-0.631224711302371,0.0220796241395776
"319","DNA recombination",4.68412224721041,1.59275642156857,0.00157345421399526
"320","DNA repair",11.8026171298681,2.3790569681161,2.4324604944544e-06
"321","DNA replication",-3.23026422151171,-1.19713932819631,0.012052212002633
"322","DNA replication checkpoint",-5.43831682475373,-3.08026310332297,0.000617207565238231
"323","DNA replication termination",-6.80411735007857,-3.37699168610859,0.000137245791975036
"324","DNA restriction-modification system",-4.45112503754247,-2.74185588369161,0.00213610304918968
"325","DNA strand renaturation",2.74722158731356,2.42611977777048,0.0251667463517694
"326","DNA supercoiling activity",-2.52864788105482,-1.04842810736224,0.0353297450420857
"327","DNA synthesis involved in DNA repair",-3.46731186726289,-1.26962228094087,0.00847616506503319
"328","DNA topoisomerase activity",-17.0487588414627,-4.64904415837607,1.42303579069169e-07
"329","DNA topoisomerase type II (ATP-hydrolyzing) activity",6.464925670365,3.3014007457578,0.000195201318342832
"330","DNA translocase activity",-4.91636958900792,-1.84860679160914,0.00116935419948007
"331","DNA unwinding involved in DNA replication",3.69384950583475,1.61435943456351,0.00609632334819796
"332","double-stranded DNA binding",-11.1225655202385,-2.33249995846715,3.81555438400914e-06
"333","double-stranded RNA binding",15.3310621486703,3.43522921136594,3.25309104458329e-07
"334","drug transmembrane transport",4.90398683698564,2.5077278094169,0.00118777288278135
"335","drug transport",-5.72348608471647,-1.45257947224059,0.000442256973434581
"336","dTDP-4-dehydrorhamnose reductase activity",5.69223335105774,3.38732053673446,0.000458469054932649
"337","dTDP-glucose 4,6-dehydratase activity",-3.21969081638982,-0.858019666015739,0.0122448743555857
"338","dUTP diphosphatase activity",-5.47053212110432,-1.92090138771761,0.00059407416153035
"339","efflux transmembrane transporter activity",2.76754241628283,0.506585936720126,0.0243890460686816
"340","EKC/KEOPS complex",-5.72820415430147,-1.83681576346684,0.000439864723994238
"341","electron-transferring-flavoprotein dehydrogenase activity",-4.95393574917963,-1.94542440526863,0.00111535640726708
"342","electron transfer activity",7.42999079394496,2.28305801098462,7.4043310803791e-05
"343","endopeptidase activity",-7.33041334663885,-1.36055943099904,8.14607021507923e-05
"344","endoplasmic reticulum",-2.50507359398513,-0.750463022233768,0.0366511547444649
"345","endoplasmic reticulum lumen",-7.76303165032922,-3.97543346831755,5.41854016102991e-05
"346","endospore formation",5.85389343042399,3.18906519202381,0.000381092548533814
"347","enoyl-[acyl-carrier-protein] reductase (NADH) activity",5.51050385396431,3.58860364967647,0.000566683418347815
"348","enterobacterial common antigen biosynthetic process",2.48002133236647,1.71502463719181,0.0381103886668686
"349","entry into host via enzymatic degradation of host anatomical structure",4.04127686209963,2.45324678513702,0.00372912279035398
"350","enzyme-directed rRNA pseudouridine synthesis",11.2275814743869,5.57526796062782,3.55368310874541e-06
"351","enzyme active site formation",2.92118869219122,0.85364702351881,0.019256187485354
"352","enzyme inhibitor activity",-11.9718263129026,-4.26578877564116,2.18261148756172e-06
"353","epithelial cell morphogenesis",-7.75724488458554,-2.10910182153969,5.44752355021212e-05
"354","epoxide hydrolase activity",-4.89933537040443,-2.47251099973166,0.00119477322680189
"355","establishment of mitotic spindle orientation",-14.1954062555976,-2.24592542736594,5.90399653523695e-07
"356","estradiol 17-beta-dehydrogenase activity",-2.72504191707542,-1.76179923537148,0.0260447698997645
"357","ethanolamine metabolic process",-7.77058598080883,-2.91049521321877,5.3809611911569e-05
"358","exo-alpha-sialidase activity",2.34575052509687,1.28246866144306,0.046991949732627
"359","exonuclease activity",-12.3067514025492,-1.93357952177726,1.76831718547385e-06
"360","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters",-3.64696251568285,-1.4610119013039,0.00652294551723531
"361","extracellular polysaccharide biosynthetic process",4.66196909334726,1.05823086962335,0.0016193043848858
"362","extracellular region",9.12441058106112,3.65570494508561,1.6750261556621e-05
"363","extraocular skeletal muscle development",-5.025583870833,-1.73563883658045,0.0010197572915983
"364","eye photoreceptor cell differentiation",-4.87664968248177,-2.69527056615028,0.00122956545424951
"365","farnesyltranstransferase activity",-3.94916864128902,-2.28420106207141,0.00424096175458641
"366","fatty-acyl-CoA binding",-7.12901184186882,-1.68267869895874,9.91166873654259e-05
"367","fatty acid binding",7.64364436076613,3.95134698679623,6.05284150994576e-05
"368","fatty acid metabolic process",-4.93219109393361,-2.726478870838,0.00114627238623354
"369","fatty acid oxidation",-7.81656400158669,-4.13159035227039,5.15839230678559e-05
"370","fermentation",-10.2766020906683,-2.75446507251305,6.92131600050823e-06
"371","ferredoxin-NADP+ reductase activity",-6.51952513113065,-2.43926433587335,0.00018427695083663
"372","ferredoxin hydrogenase complex",-8.7755165599347,-3.66434579072461,2.23041051666945e-05
"373","ferrochelatase activity",8.67324929499436,3.10653883231778,2.43007404704556e-05
"374","ferrous iron binding",5.92530330763602,3.48362221753417,0.000351589051912917
"375","ferroxidase activity",3.11236014997457,1.26740877662849,0.0143940144721684
"376","flavin adenine dinucleotide binding",-13.478318106271,-4.4214546695648,8.80502829522199e-07
"377","FMN adenylyltransferase activity",2.48432528919201,1.60347413912578,0.0378555715315807
"378","folic acid-containing compound biosynthetic process",5.72547772688645,2.62889721783195,0.00044124539175004
"379","folic acid-containing compound metabolic process",-2.50525843049428,-1.76968417076306,0.0366406015011156
"380","folic acid binding",-8.82135820685653,-3.37737617803003,2.14689682116027e-05
"381","formamidase activity",-14.3848299137283,-4.09999830543159,5.32910869331605e-07
"382","formate-tetrahydrofolate ligase activity",-7.63085428669467,-3.65982172997935,6.12554595270025e-05
"383","formate dehydrogenase (NAD+) activity",5.12728490860811,0.978461388497579,0.00089908664505338
"384","fructose-bisphosphate aldolase activity",2.388810518006,0.527034266637824,0.0439373234320325
"385","fructose 6-phosphate metabolic process",-4.10140021882948,-0.808113705615409,0.00343111974448789
"386","fucose metabolic process",3.96426783055215,2.52327134127977,0.00415213024272631
"387","fucosyltransferase activity",2.62781979949248,1.14848161356059,0.0302805121020092
"388","fungal-type vacuole",-3.64945596462314,-1.86561155679492,0.00649947430833916
"389","fungal-type vacuole membrane",-13.0619790596365,-5.16032728570246,1.12066600068972e-06
"390","G1/S transition of mitotic cell cycle",-10.9940062217948,-4.07597465680947,4.16595831254417e-06
"391","galactose binding",-10.3171651974557,-3.92885049050855,6.71996832856098e-06
"392","galactose transmembrane transporter activity",6.03619121072464,4.00340041275355,0.000310635384859729
"393","galactoside O-acetyltransferase activity",-9.08092615410048,-4.58034668774259,1.73500882704225e-05
"394","gamma-aminobutyric acid metabolic process",4.08760077878562,1.60181864480543,0.00349717543441821
"395","gamma-glutamylcyclotransferase activity",-9.45162528344517,-4.66724069586426,1.29114827210325e-05
"396","GDP-mannose 4,6-dehydratase activity",-3.79015251869578,-2.34192252861856,0.005310673120546
"397","generation of precursor metabolites and energy",-10.3067880018252,-1.91335517905265,6.7708488121866e-06
"398","geranoyl-CoA carboxylase activity",-3.04647241855475,-0.620970536599355,0.0159060549460239
"399","glomerular filtration",-3.72538182694593,-2.02877067997346,0.00582621926953567
"400","glucan biosynthetic process",-5.14600164086804,-3.13692706387463,0.000878627671740607
"401","gluconate 5-dehydrogenase activity",-4.09097825044086,-1.92930657617228,0.00348088243011159
"402","gluconeogenesis",-3.48496034645118,-1.63855397720003,0.00825926982514822
"403","gluconolactonase activity",3.86541009328481,0.225260896110345,0.00477223535477245
"404","glucosamine-6-phosphate deaminase activity",7.83228099929436,3.86140355028027,5.08467054999481e-05
"405","glucose-1-phosphate cytidylyltransferase activity",5.46355350621477,3.2463595605861,0.00059900354437244
"406","glucose-1-phosphate thymidylyltransferase activity",-3.22784698130524,-1.95830565079579,0.0120959746343586
"407","glucose-6-phosphate dehydrogenase activity",-7.11120721871485,-3.69261257069254,0.000100871017552524
"408","glucose-6-phosphate isomerase activity",7.5922503134695,2.96464213700423,6.35093264718235e-05
"409","glucose catabolic process",-5.82048389391848,-3.11325145519568,0.000395822712579595
"410","glucuronate isomerase activity",-12.307519290347,-4.505399065516,1.76747461842472e-06
"411","glucuronosyltransferase activity",-3.20805145812258,-1.32511725694259,0.0124607095579948
"412","glutamate-5-semialdehyde dehydrogenase activity",11.2852285532923,5.35190296558045,3.41851564941689e-06
"413","glutamate-ammonia ligase activity",10.1970046044294,3.89004043095674,7.33630529452142e-06
"414","glutamate-tRNA ligase activity",-13.085905423721,-4.33739657009409,1.10502956866162e-06
"415","glutamate decarboxylase activity",2.45591493536097,2.25732462069917,0.0395700289901655
"416","glutamate dehydrogenase [NAD(P)+] activity",-6.59981999554803,-3.66457886569096,0.000169418359240048
"417","glutamate N-acetyltransferase activity",3.01681913225597,2.73685100524463,0.0166398595850475
"418","glutamate racemase activity",3.20387775128134,1.27351230227061,0.0125390758639968
"419","glutaminase activity",8.29317776703328,3.00452274124341,3.36708090200649e-05
"420","glutamine metabolic process",-9.37347327269715,-2.92160342033334,1.37299925875048e-05
"421","glutamine transport",-10.0543738759903,-3.18253616902154,8.15127900554219e-06
"422","glutamyl-tRNA aminoacylation",-2.61957592924567,-1.2349829060836,0.0306706617607576
"423","glutathione-disulfide reductase activity",-3.2541161894023,-1.69451222334843,0.0116292125136456
"424","glutathione catabolic process",-5.62491136307831,-2.42787850956845,0.00049565589137162
"425","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",-2.94198412290554,-1.03502402263022,0.0186529441154713
"426","glycerate dehydrogenase activity",4.12836202698199,2.76478310791845,0.00330590329600109
"427","glycerate kinase activity",-4.26402391899961,-1.28707009255182,0.00274635092954011
"428","glycerol-3-phosphate-transporting ATPase activity",-5.44363683804559,-2.55087427598601,0.000613320189026205
"429","glycerol-3-phosphate dehydrogenase [NAD(P)+] activity",-2.78878802385963,-1.02491334070235,0.0236023900771364
"430","glycerol-3-phosphate dehydrogenase [NAD+] activity",-2.9927000708182,-2.23263131403196,0.0172627222714445
"431","glycerol-3-phosphate O-acyltransferase activity",-8.37174888774583,-4.1401001290622,3.14444471067435e-05
"432","glycerol kinase activity",6.1545938790448,3.36949834114054,0.000272620669515683
"433","glycerol transmembrane transporter activity",2.86889137018242,1.20495655538694,0.0208644273017061
"434","glycerophosphodiester transmembrane transporter activity",4.26809612818688,2.25340941214504,0.00273122097734234
"435","glycine catabolic process",-4.31302421654608,-1.53751394678339,0.00257014452481236
"436","glycine hydroxymethyltransferase activity",-4.41437392445288,-1.40993511036984,0.00224326888929199
"437","glycogen biosynthetic process",6.84330021028057,2.40534076229404,0.000131882882812193
"438","glycogen debranching enzyme activity",-3.36098455287401,-2.1686631481815,0.00991728913172498
"439","glycolate oxidase activity",2.42447715109815,1.69699423941575,0.0415587796616661
"440","glycolipid biosynthetic process",2.72426778552371,0.619958777388459,0.0260759780954645
"441","glycolytic process",4.9182135741051,3.37677614094005,0.00116663811577038
"442","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex",-5.32388981245902,-1.82387363057194,0.000707713985325944
"443","GMP synthase activity",4.47611415462082,2.42319908154978,0.00206640966755359
"444","Golgi apparatus",-8.42402105714356,-4.04517123340656,3.00541544128448e-05
"445","Golgi membrane",-4.78038358416873,-1.95767762334403,0.00138998920032333
"446","growth",3.94008638943939,1.77109257588922,0.00429537557034019
"447","growth of symbiont in host",-4.63308281156983,-1.80644508291759,0.00168128450211353
"448","GTP cyclohydrolase I activity",5.885303298957,2.33256393367751,0.000367792478865681
"449","GTP cyclohydrolase II activity",2.67091477821365,2.03077394585413,0.0283220536862985
"450","GTP diphosphokinase activity",-2.7168945334297,-1.03990380575877,0.0263751550369686
"451","GTPase activator activity",-4.07519387030473,-1.22418854717861,0.00355773508136269
"452","GTPase activity",13.727913100237,3.58965799657696,7.64469051876845e-07
"453","guanylate cyclase activity",5.19740408346204,1.05020094890703,0.000825012974193657
"454","guanylate kinase activity",-6.21687735515116,-2.28491497597822,0.000254705305519909
"455","helicase activity",-3.26611467053911,-0.929389186637608,0.0114223623362461
"456","heme-transporting ATPase activity",-3.07624373388442,-0.229431208686921,0.0152032535811737
"457","heme biosynthetic process",-7.20111006949553,-2.30792700154876,9.23503633090014e-05
"458","high-affinity zinc transmembrane transporter activity",3.57618726208137,1.70057938028652,0.00722826614008566
"459","histidine-tRNA ligase activity",2.97788469214858,2.2088776262918,0.0176573221403779
"460","histidine ammonia-lyase activity",-4.10431853871378,-1.82697073879853,0.0034173230800318
"461","histone acetyltransferase activity",5.45290199924506,2.4056936904682,0.000606613996107776
"462","histone acetyltransferase complex",-7.47414133445558,-4.46958532228741,7.09969518960003e-05
"463","histone deacetylase complex",-4.71611660889671,-1.4046048887672,0.00150970895337477
"464","holo-citrate lyase synthase activity",-9.06215675558279,-1.88307963064583,1.76163591441166e-05
"465","homoserine kinase activity",5.8622815605701,2.5686365239218,0.00037748966967767
"466","homoserine O-succinyltransferase activity",-4.32957737927075,-1.86583760920003,0.00251341229190926
"467","hydro-lyase activity",3.1072591733424,1.17947661021863,0.0145055200909268
"468","hydrogen-translocating pyrophosphatase activity",-5.63059012366716,-2.37591799702653,0.000492394484827704
"469","hydrogen dehydrogenase (NADP+) activity",3.45899179102987,2.05610889147464,0.00858050402718709
"470","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",-9.12416189915932,-3.76716972280189,1.6753625499328e-05
"471","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",-8.12879625178545,-3.05722844521285,3.8918629850562e-05
"472","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",-2.80884915036306,-1.54934124579955,0.0228836039601332
"473","hydrolase activity, acting on ester bonds",2.94711085284497,0.830376175846927,0.018507265008791
"474","hydrolase activity, hydrolyzing N-glycosyl compounds",4.58598059948881,1.23690509239441,0.00178794839429697
"475","hydrolase activity, hydrolyzing O-glycosyl compounds",6.25876712994303,3.50398448959446,0.000243387732186214
"476","hydroxydechloroatrazine ethylaminohydrolase activity",-11.5078856234826,-4.07937961742462,2.94784679100219e-06
"477","hydroxymethylbilane synthase activity",-6.71376217351114,-2.2124158270093,0.000150556247096698
"478","hypoxanthine phosphoribosyltransferase activity",4.61894999201661,3.34007969247563,0.00171254383782866
"479","identical protein binding",7.19970784299685,3.73358361516625,9.24769744050762e-05
"480","IMP dehydrogenase activity",5.38933869000668,2.35830203531054,0.000654292815262521
"481","inorganic anion exchanger activity",5.96488821362692,1.4693800356715,0.000336324054709916
"482","inorganic diphosphatase activity",-2.36172606258678,-0.930954479892362,0.0458345639921284
"483","inorganic phosphate transmembrane transporter activity",9.17370136445949,4.3814582579371,1.60981237636352e-05
"484","inositol-3-phosphate synthase activity",-3.25135868037172,-1.56475604949983,0.0116773061891815
"485","integral component of plasma membrane",5.39377349333891,2.10222263476869,0.00065083628314021
"486","interaction with host via substance in symbiont cell outer membrane",2.53119538949464,1.20026715387485,0.0351898751040566
"487","intracellular",3.54069262945445,1.76345299753,0.00761215480740103
"488","intracellular protein transport",-2.53954232023076,-1.34734134512651,0.0347355179334788
"489","intracellular signal transduction",-4.16921206068876,-1.67584570188205,0.00312547522066105
"490","ion channel activity",6.12337895429281,3.00426863307613,0.000282118509786138
"491","ion transport",-7.67202446191638,-2.91033863428499,5.89491305563691e-05
"492","ionotropic glutamate receptor activity",2.72845071935503,1.64097514854375,0.0259078041196089
"493","iron-sulfur cluster binding",3.64469517456126,1.7535266952734,0.00654436676713614
"494","iron ion binding",6.15402441601041,2.76639043438017,0.000272790751772801
"495","iron ion transmembrane transport",-8.72784479532023,-2.6205483939892,2.32111496604383e-05
"496","iron ion transmembrane transporter activity",-3.95200615144353,-1.7377853259871,0.00422411367023909
"497","iron ion transport",4.77770580851336,3.7157560722367,0.00139476574870373
"498","isocitrate dehydrogenase (NADP+) activity",2.87093780246056,0.944752061259703,0.0207989485232867
"499","isocitrate dehydrogenase activity",-10.0837080801756,-3.90464623257819,7.97573999039221e-06
"500","isocitrate lyase activity",4.03054740143601,1.88993026407683,0.00378517344884548
"501","isomerase activity",-13.3582004049417,-3.53535838716334,9.43280821352734e-07
"502","isopentenyl diphosphate biosynthetic process",3.60952736813846,1.35859672685348,0.00688639643407247
"503","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",10.7546537276489,5.01173921379027,4.91840522805381e-06
"504","isopentenyl diphosphate biosynthetic process, mevalonate pathway",-6.9399879151739,-4.70063814008037,0.000119614812075567
"505","isoprenoid biosynthetic process",3.67953057551249,2.80572863488611,0.00622336276065886
"506","kidney development",-2.88637349502735,-2.3863213644922,0.0203118675729353
"507","kinase activity",-2.91097630482141,-1.10400207851448,0.0195598166165171
"508","L-ascorbic acid catabolic process",-10.5613872583354,-3.93791115504905,5.63757850553502e-06
"509","L-glutamate transmembrane transporter activity",-4.41411761196231,-1.27171580193322,0.00224403643937532
"510","L-iditol 2-dehydrogenase activity",-4.63789535528893,-3.01692459040831,0.00167078193092229
"511","L-lactate dehydrogenase activity",-2.60456239125132,-0.696029071202873,0.0313944326593827
"512","L-lyxose metabolic process",-6.87089415775783,-3.01852309651581,0.000128245358622126
"513","L-methionine salvage from methylthioadenosine",-7.3706090181779,-2.36928691239865,7.83717212456462e-05
"514","L-rhamnose isomerase activity",-3.65922905232916,-0.988566699247204,0.00640834303104861
"515","L-serine ammonia-lyase activity",15.1413343583166,5.07669715063737,3.58313342552906e-07
"516","L-serine metabolic process",-6.70711045772548,-4.44598777021227,0.000151591144134006
"517","L-seryl-tRNASec selenium transferase activity",-5.60403585057591,-2.65203579581213,0.000507850517272996
"518","L-tyrosine transmembrane transporter activity",-3.16399760025358,-2.06762280561286,0.0133145089209662
"519","L-valine transmembrane transporter activity",6.20272215834416,3.6676459262322,0.000258659914323584
"520","lactaldehyde reductase activity",-6.50020848325968,-3.05130445719626,0.000188062696088854
"521","lactate dehydrogenase activity",9.18181120204522,2.0659574991184,1.59935625464031e-05
"522","lactate transmembrane transporter activity",-8.2054596420781,-2.58933573469561,3.6365842808683e-05
"523","lactonohydrolase activity",-4.11522447872472,-2.77442022804137,0.00336629059806781
"524","lactose catabolic process",-2.3406212529953,-1.57619590611105,0.047369726921699
"525","leucine metabolic process",-9.21376290037278,-2.99462359363333,1.55889085617119e-05
"526","lipase activity",-11.8475225298351,-3.40453101227055,2.36317125730734e-06
"527","lipid biosynthetic process",-4.87650006718325,-2.23087743018728,0.00122979854824008
"528","lipid metabolic process",13.4996520727744,4.53250753235109,8.69849667614715e-07
"529","lipid transport",-6.50585168820396,-1.7750675534271,0.000186947912341695
"530","lipopolysaccharide-1,6-galactosyltransferase activity",-4.56245759260695,-3.95913462362136,0.00184394929950357
"531","lipopolysaccharide-transporting ATPase activity",-4.73475717023123,-2.33687942720176,0.00147386876708963
"532","lipopolysaccharide binding",-3.91640085138153,-1.82222377743066,0.00444083729611191
"533","lipopolysaccharide biosynthetic process",7.11084885594186,3.69964000664646,0.000100906679236691
"534","lipopolysaccharide core region biosynthetic process",-9.21955446214274,-4.31201354056066,1.55167896272106e-05
"535","lipopolysaccharide glucosyltransferase I activity",3.97817771565004,1.70747541446596,0.00407206234883877
"536","lipoprotein localization to outer membrane",-5.57347598049275,-1.99091810302764,0.000526300601006293
"537","liver development",-5.03143952396248,-1.86231553551318,0.00101234911267581
"538","long-chain fatty acid-CoA ligase activity",-4.79516927647589,-1.72463810108599,0.00136393348142459
"539","long-chain fatty acid metabolic process",-6.73202569597301,-4.06224811039475,0.000147754700740268
"540","lysophospholipase activity",4.95127741680807,2.06225505773263,0.00111908668079766
"541","lysozyme activity",3.92003749713947,1.71896103035066,0.00441816402056941
"542","lytic transglycosylase activity",-3.53026437543873,-2.16545582077878,0.00772901578496271
"543","magnesium ion binding",14.3092291400911,5.93418394230749,5.5506735148415e-07
"544","magnesium ion transmembrane transporter activity",-6.72879517012174,-3.36953251795841,0.000148246023430731
"545","malate metabolic process",-7.68806601357807,-2.98433918969428,5.80767291130075e-05
"546","maltose-6'-phosphate glucosidase activity",2.52765610475027,1.08551112423653,0.0353843506658587
"547","maltose-transporting ATPase activity",-5.99460524294857,-3.81854179050321,0.000325343882078445
"548","maltose O-acetyltransferase activity",7.68279334213373,1.83218905770577,5.83618857333148e-05
"549","maltose transmembrane transporter activity",-5.90834061090105,-2.81948326595121,0.00035836241603341
"550","maltose transport",-12.1742404213834,-4.03007932600982,1.92068076730942e-06
"551","manganese ion binding",3.42222240392679,1.5547379021999,0.00905818464290447
"552","manganese ion transmembrane transporter activity",3.74679059750285,3.0395030218778,0.0056501342875918
"553","mannosamine biosynthetic process",-3.53005727050695,-1.6377105808049,0.00773135585419514
"554","mannose-1-phosphate guanylyltransferase activity",5.52405626391175,2.26875644993773,0.000557713550324615
"555","maturation of 5.8S rRNA",-4.47354048301359,-3.08410178570809,0.0020734723600738
"556","maturation of LSU-rRNA",-4.32753008107022,-2.12098178023137,0.00252035498157351
"557","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",4.77940607129095,2.65972594052126,0.00139173079598825
"558","meiotic spindle organization",-5.75683430180964,-1.74851685039156,0.000425649653653517
"559","membrane",5.36675972705668,2.73545167023384,0.000672205919013766
"560","mercury (II) reductase activity",-5.89268154815468,-2.65887533857729,0.000364742881407261
"561","metabolic process",-4.44311379177038,-1.11637112888922,0.00215898197769452
"562","metallocarboxypeptidase activity",2.82916081028554,1.67710012450166,0.0221788416284312
"563","metallochaperone activity",4.01967525555275,1.48504287327613,0.00384289478175502
"564","metalloendopeptidase activity",5.42383798809791,3.67006374587017,0.00062792485686689
"565","methanol metabolic process",5.3472553795901,3.1284593747269,0.000688112854480809
"566","methionine adenosyltransferase activity",-5.29736919229205,-1.85839247600879,0.000730705981626073
"567","methionine biosynthetic process",-2.93644546453453,-1.59607371581256,0.0188116684191742
"568","methionine catabolic process",-8.24509892114336,-3.91749984290449,3.51193533146258e-05
"569","methionine synthase activity",-2.51148605495265,-1.41077317251444,0.0362868298872559
"570","methionyl-tRNA formyltransferase activity",2.81968318163882,1.79143387822074,0.0225048578914189
"571","methylcrotonoyl-CoA carboxylase activity",-5.70978070619271,-2.13346212397581,0.000449287625703138
"572","methylglyoxal metabolic process",2.8221297969473,1.48075903304615,0.0224202266931851
"573","methylglyoxal synthase activity",-12.5564325000449,-4.5363703556763,1.51660199512442e-06
"574","methylmalonate-semialdehyde dehydrogenase (acylating) activity",-2.93546186315908,-0.433167425216517,0.0188400024459324
"575","methylmalonyl-CoA mutase activity",4.57514796452699,3.32287677775123,0.00181350470618622
"576","methylthiotransferase activity",-7.39420864972663,-2.21115813265172,7.66187819844789e-05
"577","microfilament motor activity",-3.6143708899946,-1.10135438317385,0.00683818046589608
"578","microtubule bundle formation",-3.56561567032543,-1.06697890048273,0.00734040239384583
"579","microtubule motor activity",-3.1886612959667,-1.24030340279622,0.0128291965711026
"580","mismatch repair",-5.2272439693355,-2.54382972859987,0.000795537982933171
"581","mitochondrial electron transport, NADH to ubiquinone",-6.76570037132887,-2.56147382272687,0.000142739058599046
"582","mitochondrial inner membrane",-2.61249215443252,-2.03191286132656,0.0310100086838108
"583","mitochondrial inner membrane presequence translocase complex",-4.70025671881236,-1.65016221273727,0.00154094973152912
"584","mitotic cell cycle",-3.13530835671334,-1.19912911645538,0.0139033660263134
"585","mitotic cytokinesis",-6.33825843354978,-2.43022347781137,0.000223405285065554
"586","Mo-molybdopterin cofactor biosynthetic process",-7.56854183059018,-4.51240436928489,6.49390764039437e-05
"587","molecular_function",13.4603304461812,4.96016516587632,8.89598637197549e-07
"588","molybdenum ion binding",3.2283695451191,1.85580933138025,0.0120864998010232
"589","molybdopterin cofactor biosynthetic process",-2.36348706052898,-1.24611781438728,0.0457087458680832
"590","monosaccharide metabolic process",4.23251086139327,1.89156908962836,0.00286654187785876
"591","morphogenesis of an epithelium",-2.92989637642412,-0.899885180986071,0.0190011615162992
"592","mRNA binding",10.5658431299809,4.86113123049881,5.61972947666648e-06
"593","muconate cycloisomerase activity",-11.4273026639653,-4.82405655573947,3.10926712601916e-06
"594","muscle myosin complex",-4.61803125105859,-1.12616281350604,0.00171459767721538
"595","N-acetyl-gamma-glutamyl-phosphate reductase activity",3.39474252242007,1.01324337778663,0.00943353409258474
"596","N-acetylglucosamine catabolic process",4.39163302564212,3.13480238910456,0.00231248806432898
"597","N-acetylmuramoyl-L-alanine amidase activity",-3.56328705366673,-1.42504465828526,0.00736535053004267
"598","N-acetyltransferase activity",-3.32679798861325,-2.82683025984439,0.0104339844598221
"599","N-methyltransferase activity",3.40604883589646,2.37432519518358,0.00927714508223249
"600","N-terminal protein amino acid modification",6.08819023665834,3.357005914905,0.000293265107144025
"601","N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity",-2.41477101888858,-1.15898821294942,0.0421929238412857
"602","N6-threonylcarbomyladenosine methylthiotransferase activity",-8.1852501226956,-1.89231779407841,3.70202249646516e-05
"603","NAD(P)+ transhydrogenase (B-specific) activity",5.34667816397376,3.93930624656579,0.000688589847896858
"604","NAD+ nucleosidase activity",-6.64407440749667,-1.65429012534398,0.000161798634703699
"605","NADH dehydrogenase (quinone) activity",3.22212121344074,1.13533311561995,0.0122003042407243
"606","NADH dehydrogenase activity",-7.66162329109359,-2.1069237522438,5.95225575735016e-05
"607","NADH metabolic process",-14.7703404917959,-3.93332137482484,4.3428150638197e-07
"608","NADPH-hemoprotein reductase activity",-4.03639248844963,-2.30147984457555,0.00375452724655691
"609","NADPH dehydrogenase (quinone) activity",-2.82868505042305,-0.8240869569581,0.0221950901300142
"610","nascent polypeptide-associated complex",-4.89147405092629,-1.73456919162057,0.00120670679517452
"611","negative regulation of B cell apoptotic process",-2.42248859348542,-0.794304993026489,0.0416879139852566
"612","negative regulation of receptor internalization",-4.01422448169374,-1.58723206023073,0.00387218906129267
"613","negative regulation of single-species biofilm formation",-3.56659437974897,-0.592628084846248,0.00732994361412897
"614","negative regulation of single-species biofilm formation on inanimate substrate",-5.27661270497074,-3.38927668547453,0.000749271539496876
"615","negative regulation of transcription, DNA-templated",-3.82445368739711,-1.61641790753853,0.00505760734680061
"616","negative regulation of translation",-7.69368025791361,-4.08135929841619,5.77747988831007e-05
"617","neural tube closure",-5.55769156257022,-2.44340296014674,0.000536117421384525
"618","neuron migration",-2.63688041072335,-1.65339360905828,0.0298575553236251
"619","neutral amino acid:sodium symporter activity",3.72496793144866,1.22320581258505,0.0058296807366588
"620","nickel cation transmembrane transporter activity",2.36420708738708,0.931721492167436,0.0456574018967951
"621","nickel cation transport",-3.94715809565394,-2.55194667457834,0.00425294329293728
"622","nicotinamide-nucleotide adenylyltransferase activity",-5.39035853114551,-3.02810072613963,0.000653496162755027
"623","nitric oxide dioxygenase activity",2.59233715541306,0.595127906602988,0.03199664636118
"624","nitric oxide reductase activity",-3.40473166827671,-2.40424083466856,0.00929522213411348
"625","nitrite efflux transmembrane transporter activity",4.55738678161262,1.27156529729886,0.00185626907397424
"626","nitrite reductase [NAD(P)H] activity",-2.57163273200733,-1.55307483404372,0.0330435374728427
"627","nuclear chromatin",-4.12827478585948,-2.8088001665987,0.00330630043236957
"628","nuclear chromosome",-2.38225175988076,-1.74073014975724,0.0443893954374663
"629","nuclear chromosome, telomeric region",-3.94686954304859,-1.99270049838566,0.00425466585778837
"630","nuclear outer membrane",-2.45265036028192,-1.61291191594253,0.0397719961623884
"631","nuclease activity",-2.59979517952131,-1.17934333948131,0.0316278777120464
"632","nucleic acid binding",2.87655327461084,1.30932923129583,0.0206203639236189
"633","nucleobase-containing compound metabolic process",-4.22681838071832,-3.28507308182509,0.00288885251393402
"634","nucleolus",-4.39709425165268,-1.40693169090084,0.00229565664206608
